MASV,HOTEN,PHAI,NGSINH,DCHI,DT,KHOA,TINHTRANG
"20A360293","Trần Gia Châu","0","2000-09-20","TP. Cần Thơ","0362093341","TOAN","Đang học"
"20A669995","Trần Gia Vy","1","2004-09-28","Q.3, TP.HCM","0419795683","HOA","Đang học"
"20A807299","Nguyễn Thị Nam","0","2002-01-25","TP. Vũng Tàu","0887608357","VATLY","Đã tốt nghiệp"
"20A831308","Trần Gia Tú","1","2002-11-03","TP. Thủ Đức","0580243866","HOA","Bảo lưu kết quả học tập"
"20A825133","Trần Hữu Bình","0","2005-10-30","TP. Vũng Tàu","0507321005","SINH","Bảo lưu kết quả học tập"
"20A929462","Hoàng Hữu Bình","0","2006-08-28","Q.10, TP.HCM","0615136208","VATLY","Đã thôi học"
"20A440584","Đặng Hữu Phúc","1","2001-06-02","TP. Cần Thơ","0844027924","TOAN","Đã thôi học"
"20A125325","Nguyễn Ngọc Bình","1","2003-08-22","Q.3, TP.HCM","0910679270","HOA","Bảo lưu kết quả học tập"
"20A512838","Bùi Minh Vy","1","2001-09-19","TP. Hà Nội","0186486113","KHKT","Bảo lưu kết quả học tập"
"20A428100","Bùi Văn Quân","0","2001-06-25","Q.3, TP.HCM","0932266796","CNTT","Đã tốt nghiệp"
"20A247510","Bùi Thị Quân","0","2001-05-26","TP. Vũng Tàu","0792919884","VATLY","Đang học"
"20A640091","Phan Gia Vy","1","2006-08-30","TP. Biên Hòa","0656320893","TOAN","Bảo lưu kết quả học tập"
"20A444994","Bùi Thị Tú","1","2005-02-20","Q.3, TP.HCM","0398011456","KHKT","Bảo lưu kết quả học tập"
"20A105913","Trần Văn Nam","1","2006-01-11","TP. Vũng Tàu","0784439564","SINH","Đang học"
"20A315783","Phạm Gia Vy","0","2005-04-09","TP. Cần Thơ","0693757769","CNTT","Đã thôi học"
"20A796330","Hoàng Anh Trang","0","2000-07-03","Q.5, TP.HCM","0878843207","VATLY","Bảo lưu kết quả học tập"
"20A687406","Lê Thị Phúc","1","2001-03-12","TP. Biên Hòa","0431559544","KHKT","Đã thôi học"
"20A712583","Phạm Gia Vy","0","2002-05-16","TP. Thủ Đức","0140516582","SINH","Bảo lưu kết quả học tập"
"20A650107","Lê Minh An","1","2001-04-30","TP. Biên Hòa","0707297135","CNTT","Đang học"
"20A305550","Bùi Ngọc Bình","0","2004-06-17","Q.3, TP.HCM","0183349066","CNTT","Đang học"
"20A896914","Bùi Gia Tú","0","2003-08-26","TP. Biên Hòa","0312558351","CNTT","Đã tốt nghiệp"
"20A429869","Phạm Minh Hà","0","2004-12-31","TP. Hà Nội","0504446805","SINH","Bảo lưu kết quả học tập"
"20A730211","Đặng Minh Dũng","0","2002-02-05","TP. Biên Hòa","0927935621","HOA","Đã tốt nghiệp"
"20A589248","Phạm Văn Khánh","0","2003-05-14","Q.3, TP.HCM","0188774132","CNTT","Đã tốt nghiệp"
"20A736407","Lê Hữu Bình","0","2000-11-15","Q.3, TP.HCM","0958557671","SINH","Đã tốt nghiệp"
"20A560889","Đặng Anh Bình","0","2001-10-18","TP. Hà Nội","0475484882","HOA","Đã tốt nghiệp"
"20A552092","Phan Hữu Vy","1","2006-06-09","TP. Biên Hòa","0786749833","HOA","Đã thôi học"
"20A572326","Trần Gia Nam","0","2003-09-06","Q.10, TP.HCM","0347014502","VATLY","Đang học"
"20A787405","Phạm Gia Tú","0","2005-01-06","Q.10, TP.HCM","0242381661","TOAN","Đang học"
"20A958497","Bùi Gia Linh","1","2006-12-20","Q.5, TP.HCM","0417687199","HOA","Bảo lưu kết quả học tập"
"20A962407","Hoàng Ngọc Linh","1","2007-02-09","TP. Thủ Đức","0872877481","SINH","Bảo lưu kết quả học tập"
"20A191459","Hoàng Minh An","0","2006-08-15","TP. Biên Hòa","0297915578","KHKT","Đã tốt nghiệp"
"20A797351","Lê Anh Khánh","0","2002-06-27","TP. Biên Hòa","0250181675","CNTT","Đã thôi học"
"20A855539","Hoàng Ngọc An","0","2001-06-29","TP. Biên Hòa","0304080233","VATLY","Đã thôi học"
"20A142101","Phạm Thị Hà","0","2003-03-01","TP. Thủ Đức","0329581115","VATLY","Đã tốt nghiệp"
"20A621363","Nguyễn Ngọc Trang","0","2006-03-17","TP. Đà Nẵng","0372145755","VATLY","Đang học"
"20A276884","Nguyễn Văn Linh","0","2005-04-29","Q.5, TP.HCM","0758849408","SINH","Đã tốt nghiệp"
"20A876202","Lê Ngọc Bình","0","2006-05-01","Q.5, TP.HCM","0391246343","HOA","Đã tốt nghiệp"
"20A902599","Hoàng Gia An","0","2006-11-09","Q.5, TP.HCM","0454493890","VATLY","Đã thôi học"
"20A888965","Lê Hữu Linh","1","2006-09-26","Q.3, TP.HCM","0400635658","KHKT","Đã tốt nghiệp"
"20A894000","Trần Văn Vy","0","2003-04-24","TP. Biên Hòa","0620295592","HOA","Đang học"
"20A972065","Trần Ngọc Vy","0","2002-01-04","Q.3, TP.HCM","0395057361","HOA","Đã tốt nghiệp"
"20A314621","Hoàng Gia Tú","0","2007-02-26","Q.10, TP.HCM","0296315335","VATLY","Đang học"
"20A623429","Lê Gia Hương","0","2006-09-22","Q.3, TP.HCM","0860907251","VATLY","Bảo lưu kết quả học tập"
"20A670176","Phạm Ngọc Châu","0","2004-04-07","TP. Hà Nội","0130525954","HOA","Đã thôi học"
"20A612727","Đặng Hữu Vy","1","2003-03-20","Q.5, TP.HCM","0520162092","HOA","Bảo lưu kết quả học tập"
"20A109805","Lê Thị Châu","0","2003-03-23","Q.1, TP.HCM","0744062744","SINH","Đã tốt nghiệp"
"20A713632","Lê Văn An","1","2001-07-09","TP. Thủ Đức","0586709365","VATLY","Đã thôi học"
"20A697376","Vũ Thị Quân","1","2001-04-29","TP. Biên Hòa","0331444670","HOA","Bảo lưu kết quả học tập"
"20A667393","Vũ Gia Bình","0","2006-04-27","TP. Cần Thơ","0165881583","VATLY","Bảo lưu kết quả học tập"
"20A135005","Phan Minh Trang","1","2003-02-03","TP. Vũng Tàu","0696836203","VATLY","Đã tốt nghiệp"
"20A996482","Trần Hữu Khánh","0","2002-10-05","Q.3, TP.HCM","0724084893","TOAN","Đã thôi học"
"20A912879","Phạm Minh Khánh","0","2006-01-09","Q.1, TP.HCM","0841940061","VATLY","Đang học"
"20A591177","Hoàng Anh Phúc","0","2002-03-16","TP. Biên Hòa","0336572417","HOA","Đã tốt nghiệp"
"20A988465","Phan Văn Dũng","1","2006-12-29","Q.5, TP.HCM","0120907560","SINH","Đã thôi học"
"20A389343","Nguyễn Minh Nam","0","2006-10-28","TP. Cần Thơ","0220467120","CNTT","Bảo lưu kết quả học tập"
"20A470610","Hoàng Hữu Bình","1","2002-03-31","TP. Đà Nẵng","0898357737","VATLY","Đang học"
"20A894377","Trần Thị Linh","1","2007-04-11","TP. Cần Thơ","0146793404","HOA","Bảo lưu kết quả học tập"
"20A837835","Hoàng Văn An","1","2003-07-05","TP. Cần Thơ","0889401535","KHKT","Đang học"
"20A159758","Vũ Gia An","0","2004-04-24","TP. Hà Nội","0882435882","HOA","Đã thôi học"
"20A848380","Trần Ngọc Nam","1","2004-12-04","TP. Vũng Tàu","0715363760","CNTT","Đã tốt nghiệp"
"20A706898","Đặng Hữu Tú","1","2006-09-28","TP. Đà Nẵng","0214884521","CNTT","Đã thôi học"
"20A727239","Nguyễn Anh An","1","2002-08-30","Q.3, TP.HCM","0911480726","TOAN","Bảo lưu kết quả học tập"
"20A208755","Đặng Gia Khánh","0","2004-07-14","TP. Đà Nẵng","0233395845","HOA","Bảo lưu kết quả học tập"
"20A412281","Nguyễn Anh Linh","0","2006-09-25","TP. Hà Nội","0233056710","VATLY","Bảo lưu kết quả học tập"
"20A221714","Lê Gia Châu","1","2001-04-07","Q.10, TP.HCM","0709002728","VATLY","Đang học"
"20A642874","Trần Minh Nam","1","2001-04-28","Q.1, TP.HCM","0923327844","HOA","Bảo lưu kết quả học tập"
"20A909096","Trần Gia Bình","0","2004-01-01","TP. Vũng Tàu","0809645160","VATLY","Bảo lưu kết quả học tập"
"20A781104","Nguyễn Thị Linh","1","2001-08-31","TP. Đà Nẵng","0952594204","SINH","Đã thôi học"
"20A110967","Phạm Anh Vy","1","2005-04-17","TP. Đà Nẵng","0264457259","KHKT","Đã thôi học"
"20A665629","Trần Thị Hương","0","2006-03-11","TP. Cần Thơ","0227967910","CNTT","Đã tốt nghiệp"
"20A482638","Nguyễn Văn Hương","1","2003-02-22","Q.1, TP.HCM","0352512802","CNTT","Đang học"
"20A629645","Phạm Hữu Châu","0","2003-02-16","Q.1, TP.HCM","0267938726","SINH","Bảo lưu kết quả học tập"
"20A191813","Lê Hữu Nam","1","2005-06-27","TP. Hà Nội","0602496453","HOA","Đã tốt nghiệp"
"20A732361","Bùi Văn Khánh","0","2001-04-27","Q.1, TP.HCM","0920676093","HOA","Bảo lưu kết quả học tập"
"20A817899","Hoàng Thị Dũng","0","2001-05-09","TP. Hà Nội","0929241434","TOAN","Đang học"
"20A244373","Phạm Anh Trang","1","2000-09-20","TP. Vũng Tàu","0625706316","KHKT","Đang học"
"20A490253","Hoàng Minh Quân","1","2001-12-19","Q.3, TP.HCM","0722312251","CNTT","Bảo lưu kết quả học tập"
"20A902963","Trần Gia Phúc","0","2001-09-13","TP. Đà Nẵng","0413749845","HOA","Bảo lưu kết quả học tập"
"20A895870","Phan Thị Bình","0","2001-05-08","TP. Biên Hòa","0960947809","KHKT","Bảo lưu kết quả học tập"
"20A657635","Đặng Gia Linh","0","2002-02-20","Q.3, TP.HCM","0464917638","CNTT","Bảo lưu kết quả học tập"
"20A560248","Trần Minh Châu","1","2001-11-05","TP. Vũng Tàu","0846849133","HOA","Đã tốt nghiệp"
"20A849455","Bùi Thị Quân","0","2003-08-12","TP. Đà Nẵng","0633552635","CNTT","Đã tốt nghiệp"
"20A145738","Phan Ngọc Hương","1","2007-01-07","Q.10, TP.HCM","0416477908","TOAN","Đang học"
"20A245645","Phan Văn Bình","1","2005-03-19","Q.1, TP.HCM","0726960976","HOA","Đã thôi học"
"20A353995","Nguyễn Anh Tú","1","2006-07-27","Q.1, TP.HCM","0105021953","VATLY","Bảo lưu kết quả học tập"
"20A412860","Trần Văn Linh","0","2006-07-30","Q.5, TP.HCM","0999341332","CNTT","Đã thôi học"
"20A394483","Trần Gia Nam","0","2006-01-05","TP. Cần Thơ","0376721398","SINH","Đã tốt nghiệp"
"20A392588","Hoàng Văn Phúc","0","2006-03-16","TP. Cần Thơ","0328722970","SINH","Đang học"
"20A697915","Phan Gia Hà","0","2000-05-30","TP. Cần Thơ","0117353237","VATLY","Đã tốt nghiệp"
"20A502827","Vũ Hữu Trang","0","2005-05-19","TP. Đà Nẵng","0233579488","SINH","Đã tốt nghiệp"
"20A397914","Lê Anh Linh","0","2006-07-31","TP. Đà Nẵng","0719117834","HOA","Đang học"
"20A279781","Vũ Anh Nam","1","2005-07-23","TP. Thủ Đức","0827486654","VATLY","Đã tốt nghiệp"
"20A359858","Nguyễn Minh Vy","1","2006-06-02","TP. Hà Nội","0434518841","SINH","Bảo lưu kết quả học tập"
"20A240940","Đặng Thị Vy","0","2002-10-12","Q.3, TP.HCM","0223447703","VATLY","Đang học"
"20A106979","Hoàng Anh Hương","0","2004-10-19","TP. Biên Hòa","0697694787","CNTT","Đang học"
"20A871278","Phạm Minh Phúc","1","2000-12-26","TP. Cần Thơ","0822552732","VATLY","Bảo lưu kết quả học tập"
"20A618197","Hoàng Văn Bình","1","2001-11-25","TP. Biên Hòa","0249124862","TOAN","Bảo lưu kết quả học tập"
"20A551343","Bùi Anh An","0","2003-06-25","TP. Đà Nẵng","0866195136","KHKT","Bảo lưu kết quả học tập"
"20A826613","Hoàng Minh Tú","1","2007-03-26","TP. Đà Nẵng","0171338477","HOA","Đã tốt nghiệp"
"20A665656","Nguyễn Văn Nam","0","2001-08-09","Q.1, TP.HCM","0160375342","KHKT","Đã tốt nghiệp"
"20A719607","Hoàng Văn Khánh","0","2006-09-08","Q.3, TP.HCM","0510828128","HOA","Đã thôi học"
"20A739468","Trần Văn Nam","0","2001-08-04","Q.10, TP.HCM","0573679221","CNTT","Bảo lưu kết quả học tập"
"20A190585","Phạm Thị Bình","0","2003-11-01","Q.1, TP.HCM","0670046591","TOAN","Đang học"
"20A657490","Phan Anh Vy","1","2002-02-25","Q.3, TP.HCM","0249714882","HOA","Đang học"
"20A191169","Phạm Gia An","0","2002-04-02","TP. Cần Thơ","0751531432","HOA","Đã thôi học"
"20A250293","Lê Minh Linh","0","2004-05-29","TP. Thủ Đức","0661226580","SINH","Đã thôi học"
"20A155812","Phạm Văn Trang","0","2006-05-21","Q.5, TP.HCM","0658471778","HOA","Bảo lưu kết quả học tập"
"20A695027","Bùi Văn Khánh","1","2003-03-22","TP. Thủ Đức","0770368130","VATLY","Đã tốt nghiệp"
"20A678984","Phan Ngọc Trang","0","2002-02-13","TP. Đà Nẵng","0498017633","SINH","Đã thôi học"
"20A670845","Lê Hữu Châu","1","2004-05-04","Q.3, TP.HCM","0906973317","CNTT","Bảo lưu kết quả học tập"
"20A656368","Lê Minh Dũng","0","2003-03-05","Q.5, TP.HCM","0619138208","KHKT","Bảo lưu kết quả học tập"
"20A158857","Lê Ngọc Trang","0","2004-04-18","Q.3, TP.HCM","0970220107","TOAN","Đang học"
"20A627326","Vũ Hữu Bình","0","2006-04-22","TP. Đà Nẵng","0579375743","HOA","Bảo lưu kết quả học tập"
"20A472612","Phan Văn Bình","1","2006-06-12","TP. Thủ Đức","0436059783","KHKT","Đã tốt nghiệp"
"20A613841","Bùi Ngọc Hà","0","2001-09-09","TP. Hà Nội","0992917143","KHKT","Đã thôi học"
"20A567082","Hoàng Văn Quân","1","2002-12-03","TP. Biên Hòa","0504409783","CNTT","Bảo lưu kết quả học tập"
"20A505094","Bùi Minh Bình","1","2004-02-16","Q.1, TP.HCM","0255100179","KHKT","Bảo lưu kết quả học tập"
"20A870802","Phan Thị Linh","1","2001-07-18","TP. Thủ Đức","0286891258","CNTT","Đã thôi học"
"20A999159","Nguyễn Thị Khánh","0","2000-10-19","TP. Thủ Đức","0282871750","CNTT","Đang học"
"20A762239","Bùi Hữu Quân","1","2005-09-21","Q.10, TP.HCM","0648989813","VATLY","Bảo lưu kết quả học tập"
"20A325568","Phạm Minh Quân","1","2000-11-19","TP. Đà Nẵng","0341613152","TOAN","Bảo lưu kết quả học tập"
"20A820785","Nguyễn Anh Bình","0","2002-04-29","Q.5, TP.HCM","0470793654","TOAN","Đang học"
"20A924112","Lê Gia An","0","2004-03-01","TP. Cần Thơ","0152564185","TOAN","Đã thôi học"
"20A258900","Nguyễn Gia Quân","0","2000-05-11","TP. Thủ Đức","0477256499","HOA","Đang học"
"20A958764","Bùi Anh Linh","0","2007-03-08","TP. Đà Nẵng","0761424834","SINH","Bảo lưu kết quả học tập"
"20A125781","Trần Anh Khánh","0","2005-12-30","TP. Biên Hòa","0461648414","CNTT","Đang học"
"20A968310","Lê Văn Trang","0","2001-02-14","TP. Thủ Đức","0878610107","SINH","Bảo lưu kết quả học tập"
"20A116603","Phạm Minh Linh","1","2006-10-29","TP. Biên Hòa","0587646487","SINH","Đã tốt nghiệp"
"20A608680","Đặng Ngọc Quân","1","2004-06-17","TP. Vũng Tàu","0622708208","HOA","Đã thôi học"
"20A503762","Bùi Hữu Quân","0","2004-12-25","TP. Vũng Tàu","0632396727","VATLY","Bảo lưu kết quả học tập"
"20A622579","Đặng Minh An","0","2007-02-23","Q.3, TP.HCM","0531890994","CNTT","Bảo lưu kết quả học tập"
"20A753870","Vũ Anh Linh","1","2004-11-14","TP. Vũng Tàu","0211563776","KHKT","Đang học"
"20A516396","Bùi Minh Bình","1","2007-02-03","TP. Vũng Tàu","0880599828","CNTT","Đã thôi học"
"20A261226","Phạm Hữu Tú","1","2003-04-05","Q.5, TP.HCM","0501678758","KHKT","Bảo lưu kết quả học tập"
"20A337720","Hoàng Gia Hà","1","2006-12-02","Q.3, TP.HCM","0174087848","HOA","Đã tốt nghiệp"
"20A134444","Nguyễn Ngọc Khánh","0","2004-10-30","Q.10, TP.HCM","0111646789","SINH","Đã thôi học"
"20A387285","Lê Văn Dũng","1","2006-02-08","TP. Vũng Tàu","0986181208","KHKT","Đang học"
"20A376880","Vũ Thị Hà","1","2003-08-02","Q.3, TP.HCM","0568325332","VATLY","Đã thôi học"
"20A707860","Vũ Hữu Bình","0","2000-05-03","Q.5, TP.HCM","0372865737","HOA","Đang học"
"20A835968","Vũ Văn Hương","0","2004-02-07","Q.3, TP.HCM","0232564591","TOAN","Đang học"
"20A102112","Bùi Thị Hà","0","2006-12-20","Q.5, TP.HCM","0776082267","TOAN","Đang học"
"20A207704","Vũ Minh An","1","2003-10-12","Q.3, TP.HCM","0301343522","KHKT","Bảo lưu kết quả học tập"
"20A898229","Bùi Anh Quân","1","2001-04-30","TP. Biên Hòa","0150418059","HOA","Bảo lưu kết quả học tập"
"20A255937","Trần Anh Linh","0","2004-10-09","TP. Đà Nẵng","0494199460","KHKT","Đã tốt nghiệp"
"20A781473","Hoàng Hữu Phúc","0","2004-11-14","Q.1, TP.HCM","0316578378","SINH","Bảo lưu kết quả học tập"
"20A543396","Đặng Anh Phúc","1","2002-02-07","TP. Vũng Tàu","0611076697","CNTT","Đang học"
"20A139012","Phan Văn Trang","1","2006-02-05","Q.10, TP.HCM","0798459112","KHKT","Đã thôi học"
"20A377845","Bùi Minh Bình","1","2004-11-14","TP. Đà Nẵng","0731538211","KHKT","Bảo lưu kết quả học tập"
"20A398284","Hoàng Thị Nam","1","2005-11-02","Q.5, TP.HCM","0876105717","VATLY","Bảo lưu kết quả học tập"
"20A583138","Đặng Gia Trang","0","2000-09-17","Q.3, TP.HCM","0283019985","CNTT","Đã tốt nghiệp"
"20A816532","Nguyễn Anh Nam","0","2001-12-19","TP. Đà Nẵng","0214804107","CNTT","Đã tốt nghiệp"
"20A956223","Hoàng Hữu Vy","1","2007-03-16","Q.1, TP.HCM","0202662153","HOA","Bảo lưu kết quả học tập"
"20A508319","Lê Thị Vy","0","2000-07-10","TP. Vũng Tàu","0358610287","KHKT","Đã thôi học"
"20A463381","Vũ Anh Bình","1","2007-03-06","Q.10, TP.HCM","0573831297","CNTT","Đã tốt nghiệp"
"20A839950","Bùi Hữu Nam","0","2000-05-04","Q.5, TP.HCM","0989960955","HOA","Đang học"
"20A572866","Phạm Anh Châu","0","2005-04-29","Q.10, TP.HCM","0585416523","HOA","Đã thôi học"
"20A649133","Trần Anh An","1","2002-02-22","TP. Biên Hòa","0238133655","CNTT","Đang học"
"20A780548","Đặng Minh Linh","0","2004-07-26","Q.1, TP.HCM","0961120263","SINH","Bảo lưu kết quả học tập"
"20A567338","Trần Ngọc An","1","2005-11-09","TP. Biên Hòa","0893004982","VATLY","Đang học"
"20A533272","Nguyễn Anh Nam","1","2005-10-20","Q.5, TP.HCM","0227380130","VATLY","Bảo lưu kết quả học tập"
"20A936220","Bùi Văn Châu","1","2000-07-04","TP. Đà Nẵng","0774848489","VATLY","Đã thôi học"
"20A827737","Phan Gia An","1","2001-10-06","Q.3, TP.HCM","0790993525","VATLY","Đang học"
"20A174982","Lê Thị Bình","0","2001-06-25","Q.1, TP.HCM","0494392735","VATLY","Bảo lưu kết quả học tập"
"20A305835","Lê Ngọc Hà","1","2006-05-11","Q.10, TP.HCM","0296250784","HOA","Đang học"
"20A423515","Phan Anh Khánh","1","2003-08-07","Q.10, TP.HCM","0630157430","VATLY","Đã tốt nghiệp"
"20A429982","Nguyễn Hữu Dũng","1","2000-07-01","Q.5, TP.HCM","0361807141","KHKT","Đang học"
"20A899383","Trần Minh Linh","1","2007-04-08","TP. Biên Hòa","0769873061","TOAN","Đã tốt nghiệp"
"20A443268","Đặng Minh Dũng","1","2005-09-17","TP. Hà Nội","0143357046","CNTT","Bảo lưu kết quả học tập"
"20A882695","Nguyễn Minh Khánh","1","2001-03-25","TP. Vũng Tàu","0539511585","SINH","Đang học"
"20A911389","Hoàng Anh Tú","1","2005-09-28","TP. Thủ Đức","0465359829","HOA","Đã tốt nghiệp"
"20A968474","Nguyễn Thị Linh","0","2006-09-23","Q.5, TP.HCM","0641697104","TOAN","Bảo lưu kết quả học tập"
"20A173899","Đặng Gia Châu","0","2003-10-24","TP. Vũng Tàu","0484064445","CNTT","Đã tốt nghiệp"
"20A400771","Vũ Văn Nam","1","2000-12-07","Q.5, TP.HCM","0938028091","SINH","Bảo lưu kết quả học tập"
"20A877037","Hoàng Thị Châu","1","2004-05-05","TP. Biên Hòa","0397319619","VATLY","Đã thôi học"
"20A311990","Đặng Gia Hà","1","2000-07-29","Q.3, TP.HCM","0805579211","SINH","Đã tốt nghiệp"
"20A579324","Bùi Văn Dũng","0","2002-02-13","TP. Cần Thơ","0629882484","CNTT","Đã tốt nghiệp"
"20A312444","Trần Minh Trang","0","2006-03-27","Q.5, TP.HCM","0822527243","KHKT","Đang học"
"20A381526","Vũ Văn Hà","1","2005-08-30","TP. Cần Thơ","0539404026","KHKT","Đang học"
"20A152450","Đặng Minh Quân","1","2003-01-13","Q.3, TP.HCM","0945160411","KHKT","Đã tốt nghiệp"
"20A292430","Đặng Gia Vy","1","2005-09-05","Q.5, TP.HCM","0767685109","HOA","Bảo lưu kết quả học tập"
"20A589541","Trần Minh Nam","1","2002-08-22","TP. Cần Thơ","0674019181","TOAN","Bảo lưu kết quả học tập"
"20A910160","Đặng Văn Bình","1","2005-07-10","TP. Cần Thơ","0221741911","HOA","Đã thôi học"
